Author	Consortium	PMID	Date	Trait	EFO	Analysis	Source	Outcome	Exposure	Covariates	Outcome_Unit	Exposure_Unit	Array	Tissue	Further_Details	N	N_Studies	Categories	Age	N_Males	N_Females	N_EUR	N_EAS	N_SAS	N_AFR	N_AMR	N_OTH	CpG	Location	Chr	Pos	Gene	Type	Beta	SE	P	Details
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg26797722	chr6:15432551	6	15432551	JARID2	Open sea	-2.384981	0.3348	1.06e-12	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg22684570	chr6:15249150	6	15249150	JARID2	South shelf	2.291069	0.3228	1.27e-12	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg02127560	chr6:21762559	6	21762559	FLJ22536	Open sea	-1.718999	0.2458	2.68e-12	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg09770389	chr6:15038358	6	15038358	-	Open sea	-2.769369	0.4021	5.67e-12	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg15365536	chr6:16266181	6	16266181	GMPR	Open sea	-2.08832	0.3038	6.27e-12	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg26740341	chr6:22874184	6	22874184	-	Open sea	-2.40111	0.3508	7.71e-12	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg05274940	chr6:21609406	6	21609406	-	Open sea	-2.092966	0.3077	1.03e-11	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg13192239	chr6:15512657	6	15512657	JARID2	Open sea	-1.80754	0.266	1.07e-11	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg00012343	chr6:15556908	6	15556908	DTNBP1	Open sea	-2.33645	0.3456	1.38e-11	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg03971626	chr6:24402350	6	24402350	MRS2	North shore	-2.279258	0.3385	1.66e-11	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg26160196	chr6:18264854	6	18264854	DEK	Island	1.641208	0.2459	2.5e-11	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg02682789	chr6:19804855	6	19804855	-	Island	1.753273	0.2645	3.4e-11	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg01569224	chr6:18522912	6	18522912	-	Open sea	-1.702592	0.2601	5.94e-11	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg26328811	chr6:21602338	6	21602338	-	Open sea	-2.021102	0.3092	6.32e-11	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	ch.6.614588F	chr6:24874614	6	24874614	FAM65B	Open sea	-1.254343	0.1938	9.74e-11	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg00468410	chr6:20239552	6	20239552	-	Open sea	-1.418629	0.2196	1.04e-10	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg20653689	chr6:16266616	6	16266616	GMPR	Open sea	-2.354101	0.3645	1.06e-10	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg08466385	chr6:18368294	6	18368294	-	Open sea	-1.695404	0.2663	1.92e-10	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg13084569	chr6:19759319	6	19759319	-	Open sea	-1.723323	0.2716	2.22e-10	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg11797265	chr6:16564844	6	16564844	ATXN1	Open sea	-1.652363	0.266	5.2e-10	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg19185641	chr6:16347197	6	16347197	ATXN1	Open sea	-2.07421	0.3351	6.03e-10	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg10699171	chr6:24936965	6	24936965	-	Open sea	-1.235381	0.2045	1.53e-09	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg06925530	chr6:16347397	6	16347397	ATXN1	Open sea	-1.462671	0.2424	1.6e-09	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg23903465	chr6:24911334	6	24911334	FAM65B	South shore	1.709272	0.2859	2.26e-09	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg03003218	chr6:24495614	6	24495614	ALDH5A1	Island	2.131839	0.3567	2.28e-09	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg07987250	chr6:18368166	6	18368166	-	Open sea	-1.589694	0.2686	3.25e-09	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg00523901	chr6:16266278	6	16266278	GMPR	Open sea	-1.616848	0.2763	4.88e-09	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg20504856	chr6:19692011	6	19692011	-	Island	1.241384	0.2155	8.42e-09	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg21493786	chr6:21709793	6	21709793	FLJ22536	Open sea	-1.580614	0.2747	8.76e-09	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg13077031	chr6:15266782	6	15266782	JARID2	Open sea	-1.122345	0.1996	1.87e-08	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg23753502	chr6:20233727	6	20233727	-	Open sea	-1.415666	0.2531	2.24e-08	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg04512993	chr6:18020644	6	18020644	-	Open sea	-1.576771	0.2823	2.32e-08	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg15585670	chr6:20401145	6	20401145	E2F3	North shore	-1.200503	0.2157	2.61e-08	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg09459955	chr6:15950764	6	15950764	-	Open sea	-1.743301	0.3194	4.79e-08	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg15317945	chr6:22569543	6	22569543	HDGFL1	North shore	-1.842083	0.3403	6.22e-08	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg18595624	chr6:20319415	6	20319415	-	Open sea	-1.612725	0.2993	7.13e-08	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg17079858	chr6:15248932	6	15248932	JARID2	South shelf	1.624542	0.3026	7.96e-08	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg02915015	chr6:24911329	6	24911329	FAM65B	South shore	1.499057	0.2827	1.14e-07	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg20895054	chr6:18261541	6	18261541	DEK	North shelf	-1.418679	0.2693	1.38e-07	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg24544003	chr6:16227423	6	16227423	-	Open sea	-1.225277	0.2339	1.62e-07	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg03625260	chr6:17102391	6	17102391	-	Island	1.348945	0.2576	1.63e-07	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Neutrophils	Table S2	DNA methylation	HIV infection	Age	-	-	Illumina HumanMethylation450	Neutrophils	-	60	1	35 HIV cases, 25 controls	46.5	60	-	60	-	-	-	-	-	cg19355462	chr6:15248936	6	15248936	JARID2	South shelf	0.260803	0.0504	2.34e-07	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg05968188	chr6:16483997	6	16483997	ATXN1	Open sea	-1.017879	0.1969	2.36e-07	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg08451113	chr6:18262523	6	18262523	DEK	North shore	-1.261362	0.2467	3.16e-07	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	CD4+ T-cells	Table S2	DNA methylation	HIV infection	Age	-	-	Illumina HumanMethylation450	CD4+ T-cells	-	60	1	35 HIV cases, 25 controls	46.5	60	-	60	-	-	-	-	-	cg12283724	chr6:19802436	6	19802436	-	North shelf	-0.352546	0.069	3.25e-07	NULL
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Neutrophils	Table S2	DNA methylation	HIV infection	Age	-	-	Illumina HumanMethylation450	Neutrophils	-	60	1	35 HIV cases, 25 controls	46.5	60	-	60	-	-	-	-	-	cg23903465	chr6:24911334	6	24911334	FAM65B	South shore	0.249183	0.0493	4.26e-07	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	CD4+ T-cells	Table S2	DNA methylation	HIV infection	Age	-	-	Illumina HumanMethylation450	CD4+ T-cells	-	60	1	35 HIV cases, 25 controls	46.5	60	-	60	-	-	-	-	-	cg14791639	chr6:16699028	6	16699028	ATXN1	Open sea	-0.558555	0.1107	4.47e-07	NULL
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg19147499	chr6:16234615	6	16234615	-	North shelf	-1.369912	0.2721	4.8e-07	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg13838578	chr6:16217063	6	16217063	-	Open sea	1.250926	0.2499	5.56e-07	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg18440893	chr6:16760537	6	16760537	ATXN1	Island	1.242815	0.2488	5.87e-07	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg09045890	chr6:24878375	6	24878375	FAM65B	Open sea	-1.10184	0.2211	6.22e-07	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg11376457	chr6:17968022	6	17968022	KIF13A	Open sea	-1.391049	0.2791	6.22e-07	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Neutrophils	Table S2	DNA methylation	HIV infection	Age	-	-	Illumina HumanMethylation450	Neutrophils	-	60	1	35 HIV cases, 25 controls	46.5	60	-	60	-	-	-	-	-	cg06497198	chr6:18122965	6	18122965	NHLRC1	Island	-0.357402	0.072	6.89e-07	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg11382666	chr6:20032841	6	20032841	-	Open sea	-1.021358	0.206	7.15e-07	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg20151125	chr6:21592538	6	21592538	SOX4	North shelf	-1.191258	0.2405	7.31e-07	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg25050392	chr6:24933103	6	24933103	-	Open sea	-0.985354	0.2017	1.04e-06	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg19687037	chr6:22644082	6	22644082	-	Open sea	-1.254086	0.2575	1.11e-06	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg07874738	chr6:19613285	6	19613285	-	Open sea	-1.145436	0.2353	1.12e-06	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg26080798	chr6:20402092	6	20402092	E2F3	Island	-0.993101	0.204	1.12e-06	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg02888247	chr6:24719235	6	24719235	C6orf62	North shore	-1.135058	0.2344	1.28e-06	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Neutrophils	Table S2	DNA methylation	HIV infection	Age	-	-	Illumina HumanMethylation450	Neutrophils	-	60	1	35 HIV cases, 25 controls	46.5	60	-	60	-	-	-	-	-	cg23941211	chr6:20907817	6	20907817	CDKAL1	Open sea	0.11227	0.0234	1.59e-06	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg19355462	chr6:15248936	6	15248936	JARID2	South shelf	1.278684	0.2665	1.6e-06	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Neutrophils	Table S2	DNA methylation	HIV infection	Age	-	-	Illumina HumanMethylation450	Neutrophils	-	60	1	35 HIV cases, 25 controls	46.5	60	-	60	-	-	-	-	-	cg02682789	chr6:19804855	6	19804855	-	Island	0.254874	0.0532	1.66e-06	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	Discovery	Table S2	DNA methylation	HIV infection	Age and cell counts	-	-	Illumina HumanMethylation450	Whole blood	-	181	1	137 HIV cases, 44 controls	46.5	181	-	181	-	-	-	-	-	cg08368496	chr6:18522976	6	18522976	-	Open sea	-1.156063	0.2413	1.67e-06	-
